model_size,thinking,thinking_budget,num_puzzles,precision_mean,precision_std,precision_ci_lower,precision_ci_upper,recall_mean,recall_std,recall_ci_lower,recall_ci_upper,f1_mean,f1_std,f1_ci_lower,f1_ci_upper,car_mean,car_std,car_ci_lower,car_ci_upper,difficulty_weighted_recall_mean,difficulty_weighted_recall_std,difficulty_weighted_recall_ci_lower,difficulty_weighted_recall_ci_upper,length_4_recall_mean,length_4_recall_std,length_4_recall_ci_lower,length_4_recall_ci_upper,length_5_recall_mean,length_5_recall_std,length_5_recall_ci_lower,length_5_recall_ci_upper,length_6_recall_mean,length_6_recall_std,length_6_recall_ci_lower,length_6_recall_ci_upper,length_7+_recall_mean,length_7+_recall_std,length_7+_recall_ci_lower,length_7+_recall_ci_upper,prefix_coverage_mean,prefix_coverage_std,prefix_coverage_ci_lower,prefix_coverage_ci_upper,avg_word_length_found_mean,avg_word_length_found_std,avg_word_length_found_ci_lower,avg_word_length_found_ci_upper,avg_word_length_missed_mean,avg_word_length_missed_std,avg_word_length_missed_ci_lower,avg_word_length_missed_ci_upper,pangram_recall_mean,pangram_recall_std,pangram_recall_ci_lower,pangram_recall_ci_upper,fp_constraint_violations_mean,fp_constraint_violations_std,fp_constraint_violations_ci_lower,fp_constraint_violations_ci_upper,fp_non_dictionary_mean,fp_non_dictionary_std,fp_non_dictionary_ci_lower,fp_non_dictionary_ci_upper,num_predicted_mean,num_predicted_std,num_predicted_ci_lower,num_predicted_ci_upper,num_actual_mean,num_actual_std,num_actual_ci_lower,num_actual_ci_upper,num_correct_mean,num_correct_std,num_correct_ci_lower,num_correct_ci_upper,cv_f1,f1_p5,f1_p25,f1_p75,f1_p95,success_rate_20,success_rate_30,success_rate_40,success_rate_50,efficiency
8b,True,16384,58,0.7685801760218596,0.24761329615790031,0.7034735787106016,0.8336867733331176,0.13889790399092075,0.07971850873008782,0.11793699063659871,0.1598588173452428,0.22652385503268177,0.11181540395718027,0.1971234932928443,0.25592421677251925,1.0,0.0,,,0.07653995324162031,0.0566039020488006,0.06165671589483793,0.0914231905884027,0.2669107866920754,0.15862888537210043,0.22520144748409876,0.30862012590005206,0.13511010484894867,0.12879923959924028,0.10124407117183744,0.16897613852605992,0.040994643471423654,0.07530758969456466,0.021012850306573908,0.060976436636273404,0.020171286905566826,0.13193610889499444,-0.014519544507472441,0.054862118318606094,0.3252377514808123,0.16117431095564813,0.28285912673354807,0.3676163762280765,4.446025056292913,0.4538383957106558,4.324486340242212,4.567563772343615,5.630546536190744,0.5381006644342141,5.489060178972277,5.772032893409211,0.021551724137931036,0.1347877047354557,-0.013888896179662769,0.05699234445552484,0.0,0.0,,,1.8620689655172413,2.312803993197389,1.2539481554418836,2.470189775592599,8.172413793103448,4.039879844637048,7.110181536953016,9.23464604925388,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,6.310344827586207,3.4244061928668317,5.409943118596456,7.210746536575958,0.4936142550684037,0.04307897071872228,0.14755244755244754,0.30704041720990877,0.42628205128205127,0.5172413793103449,0.3103448275862069,0.06896551724137931,0.0,0.7941209278805808
8b,False,16384,58,0.49549932825794896,0.3784698026752673,0.3959857665082735,0.5950128900076245,0.03389616434823208,0.031555252151607496,0.02559913374943979,0.04219319494702437,0.061953233285953986,0.05601654959226586,0.0472244323949708,0.07668203417693717,1.0,0.0,,,0.02035280195560966,0.0220845512121543,0.014545965227210864,0.02615963868400846,0.03778273291869822,0.0542735778051337,0.02351222309701744,0.052053242740379,0.07375804975957105,0.10915583792777533,0.04505698525936464,0.10245911425977747,0.03019417229943546,0.13638721611167293,-0.005994227219475276,0.0663825718183462,0.0073360378634212305,0.02905426658926622,-0.00030339210400274954,0.014975467830845211,0.10285721634272396,0.07005236250938777,0.08443788657582584,0.12127654610962209,4.862222222222223,0.7183595228299017,4.646403129112919,5.078041315331527,5.491941560834436,0.5101405350842683,5.357806944861709,5.626076176807164,0.017241379310344827,0.13130643285972254,-0.017283887229155283,0.05176664584984494,0.0,0.0,,,1.5344827586206897,1.8373848429496278,1.0513670417673981,2.0175984754739815,3.103448275862069,2.411155762557194,2.4694671863028694,3.7374293654212685,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,1.5689655172413792,1.4881056952359222,1.1776880706759414,1.960242963806817,0.9041747560407942,0.0,0.031746031746031744,0.08290816326530613,0.1766666666666667,0.034482758620689655,0.0,0.0,0.0,0.5103255854650497
14b,True,4096,58,0.7684654229025426,0.1644883350289009,0.7252154199451216,0.8117154258599636,0.18415731379935074,0.08527224224400638,0.1617361206576535,0.20657850694104798,0.28894985266308704,0.11610155543067972,0.25842250484322005,0.319477200482954,1.0,0.0,,,0.11831860226613494,0.07275466926374528,0.09918873715885973,0.13744846737341015,0.30465039820891593,0.1532191632022899,0.264363472935654,0.34493732348217787,0.20573728165006058,0.13619159285450338,0.16992752776874,0.24154703553138115,0.08068206876256412,0.10111633477029107,0.053852293766943865,0.10751184375818437,0.045926097745316814,0.14433634094444622,0.007974791522819075,0.08387740396781455,0.34220198757270387,0.15235747219778892,0.3021416323993004,0.3822623427461073,4.655546329049051,0.480767769411192,4.529134888108796,4.781957769989306,5.646938300241727,0.5351198492910363,5.506235708411458,5.787640892071996,0.10488505747126435,0.2759708826613729,0.0323222128831097,0.17744790205941902,0.0,0.0,,,2.3620689655172415,1.7937344741018295,1.8904305280797096,2.8337074029547735,10.551724137931034,4.23507664253896,9.438167500115156,11.665280775746911,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,8.189655172413794,3.725007460497529,7.210214389244419,9.169095955583169,0.40180520723799473,0.09040178571428571,0.21345029239766083,0.3630050505050505,0.4406707317073171,0.7586206896551724,0.5689655172413793,0.10344827586206896,0.034482758620689655,0.8154678437847068
14b,False,4096,58,0.4235016420361248,0.38457540955082203,0.3223826927957303,0.5246205912765193,0.033484827648091055,0.03906980984082865,0.023211944827161424,0.04375771046902069,0.06025071890570182,0.06728355526651765,0.04255940989128819,0.07794202792011545,1.0,0.0,,,0.019468466346389757,0.022428479676096024,0.01357119823828244,0.025365734454497073,0.045667309764005605,0.08413011229448862,0.023546424383863136,0.06778819514414808,0.037492351855942116,0.06876040316215053,0.019412725482473442,0.05557197822941079,0.019173565226196804,0.052952064824226056,0.005123491239487233,0.03322363921290637,0.008322969992594739,0.02580180788117457,0.0015387304477568814,0.015107209537432595,0.113830756254291,0.08144350657166331,0.09241627783873482,0.13524523466984717,5.002083333333333,1.0592301368947086,4.6633251010767545,5.340841565589912,5.488665133522973,0.49911187993290285,5.357430354598442,5.619899912447504,0.017241379310344827,0.13130643285972254,-0.017283887229155283,0.05176664584984494,0.0,0.0,,,8.137931034482758,32.37523868413651,-0.3747040322536819,16.650566101219198,9.60344827586207,32.11598479151552,1.1589805452507758,18.047916006473365,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,1.4655172413793103,1.5242544020450324,1.0647349768817906,1.86629950587683,1.1167261816713407,0.0,0.0,0.08083233293317327,0.18612440191387555,0.05172413793103448,0.017241379310344827,0.0,0.0,0.16291540920345918
14b,True,8192,58,0.7731964295031445,0.21427749250100428,0.7168550349431664,0.8295378240631226,0.17643557038035532,0.1094247049680598,0.14766381089569658,0.20520732986501405,0.2759979246806616,0.14018576536374466,0.23913795667438933,0.3128578926869338,1.0,0.0,,,0.11606676961101597,0.0939165483397687,0.09137267204639485,0.1407608671756371,0.30237325507036533,0.16046258830898893,0.2601817682533833,0.34456474188734737,0.19298235711775266,0.16837853626037422,0.14870947788927807,0.23725523634622725,0.08413477360845784,0.1533085129290094,0.043456549697923376,0.1248129975189923,0.033132918655231026,0.1374473397236399,-0.0030070170337805485,0.0692728543442426,0.3243455251348653,0.15865275969132858,0.2826299084946498,0.3660611417750808,4.507796562471078,0.4040482125216624,4.400588141062554,4.615004983879602,5.654317737852297,0.5568755749141641,5.507894769574812,5.800740706129782,0.051724137931034475,0.19548235077780823,0.00032467396431417467,0.10312360189775477,0.0,0.0,,,2.0,1.7269789055894333,1.5459140445368171,2.454085955463183,9.862068965517242,4.612904385780535,8.649167586873862,11.074970344160622,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,7.862068965517241,4.338518931787218,6.721313564244226,9.002824366790257,0.5079232589373419,0.07023809523809524,0.171875,0.3622795115332429,0.4886601203674374,0.6896551724137931,0.39655172413793105,0.1724137931034483,0.034482758620689655,0.835909782746089
14b,False,8192,58,0.5050152433773124,0.4093599881603401,0.39737952139451194,0.6126509653601129,0.03476000656149149,0.034124242955025044,0.025787494264706,0.043732518858276975,0.06281500489064623,0.05936048341992043,0.0472069614204852,0.07842304836080727,1.0,0.0,,,0.019977470894573853,0.02226690231879679,0.014122687386847568,0.025832254402300137,0.04987275188780473,0.08924292526740535,0.026407520866614003,0.07333798290899546,0.052108769920636046,0.07486423703377285,0.03242422224406774,0.07179331759720435,0.012350320245057089,0.03906233520826476,0.001985687598689048,0.02271495289142513,0.0060975683376799,0.021847726009536262,0.0003530016219955136,0.011842135053364285,0.10697542844508255,0.07244257575287726,0.0879276241433086,0.1260232327468565,5.00436507936508,1.2046604370590515,4.628966460391132,5.379763698339028,5.492051199138949,0.5071087441620402,5.358713751952261,5.625388646325637,0.022988505747126436,0.13767873678756662,-0.013212272698287356,0.05918928419254023,0.0,0.0,,,5.310344827586207,25.994066054668068,-1.5244464270170948,12.14513608218951,6.913793103448276,25.80852877034598,0.12778639088701116,13.699799816009541,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,1.603448275862069,1.588772616550977,1.1857018116375637,2.021194740086574,0.9450048363963399,0.0,0.0,0.08955223880597014,0.16083333333333322,0.05172413793103448,0.0,0.0,0.0,0.2349117650415011
14b,True,16384,58,0.7814572640003674,0.2178182007707798,0.7241848876591447,0.8387296403415901,0.16557214701887973,0.07954994467785126,0.1446555553227255,0.18648873871503396,0.267099490477255,0.11734727349996371,0.23624459778819604,0.29795438316631395,1.0,0.0,,,0.11064475704888065,0.06639479457370542,0.09318713574603521,0.12810237835172608,0.2660588934251996,0.15050190271842478,0.22648643537505475,0.3056313514753445,0.20486783050170476,0.15945189692783418,0.16294209143647853,0.246793569566931,0.10432072800493854,0.1524280159096525,0.06387613140068774,0.14476532460918934,0.021570761004077434,0.05503509852142077,0.007100019517179991,0.036041502490974875,0.3093203965174714,0.14149442762091885,0.27211633331148116,0.34652445972346163,4.657042275463328,0.4357953752964871,4.5414101979172194,4.772674353009437,5.628110952562753,0.5512662287570889,5.48316288667175,5.773059018453755,0.041666666666666664,0.15861394032769255,-3.874294220056196e-05,0.08337207627553389,0.0,0.0,,,1.8448275862068966,1.7750880792372563,1.3780919683698933,2.3115632040438996,9.448275862068966,3.8213271038797156,8.443509119703728,10.453042604434204,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,7.603448275862069,3.755415529009179,6.61601209865562,8.590884453068519,0.43933918889282375,0.05050607287449393,0.1778074866310161,0.34707646176911544,0.4292021276595745,0.7241379310344828,0.41379310344827586,0.08620689655172414,0.017241379310344827,0.8187965664619782
14b,False,16384,58,0.4906814449917898,0.3720929768905064,0.392844584109695,0.5885183058738845,0.03764847883443284,0.034984068451297,0.02844988694817316,0.046847070720692524,0.06803109951065406,0.061468937245132395,0.05186866636805832,0.0841935326532498,1.0,0.0,,,0.025051469565679087,0.029275171098459372,0.017353955718481914,0.032748983412876256,0.05834827665842306,0.08608065132655766,0.035714523184073615,0.0809820301327725,0.0481502214260835,0.07798652596026875,0.027644709726253953,0.06865573312591305,0.015873015873015872,0.0421073232465073,0.004700439148018059,0.027045592598013687,0.009760633917581179,0.0294563411197788,0.002015483841611403,0.017505783993550954,0.10030257795417398,0.06918680024079688,0.08211083618413782,0.11849431972421014,4.824806201550388,0.7830155729446591,4.583829577076471,5.0657828260243045,5.497785925465353,0.5109977850690819,5.363425907099368,5.632145943831337,0.005747126436781609,0.04376881095324085,-0.005761295743051764,0.017255548616614984,0.0,0.0,,,2.0344827586206895,3.0834334772246104,1.2237352549418183,2.8452302622995607,3.7758620689655173,3.2392499860105475,2.9241447028059864,4.627579435125048,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,1.7413793103448276,1.691675644199698,1.2965758742727274,2.186182746416928,0.9035417285223504,0.0,0.007692307692307693,0.10066143034311699,0.17838383838383837,0.034482758620689655,0.0,0.0,0.0,0.4658784367183242
30b,True,4096,58,0.36973055679952227,0.35835109756847117,0.27550693889428735,0.4639541747047572,0.033081640601235994,0.04019376581069707,0.022513228623103336,0.04365005257936865,0.05844848648341195,0.06827692452713671,0.04049598433665834,0.07640098863016556,1.0,0.0,,,0.019763310698784283,0.026172973223084,0.012881478202248942,0.026645143195319625,0.05175798639676512,0.07311633739519605,0.032533025501985564,0.07098294729154467,0.05376536777398846,0.10708962788530825,0.025607585509763418,0.0819231500382135,0.004791390240306648,0.022225242538167114,-0.0011057603820605472,0.010688540862673844,0.009120764293178086,0.03659147576151178,-0.0005004738002327303,0.0187420023865889,0.1286288130928891,0.10647723511916615,0.10063205129824383,0.15662557488753437,4.649845679012346,0.9823176407282475,4.3174772072619145,4.982214150762777,5.494582440148217,0.5060799839929864,5.361515491658876,5.627649388637558,0.011494252873563218,0.0875376219064817,-0.011522591486103528,0.03451109723322997,0.0,0.0,,,1.8793103448275863,2.362555754150588,1.2581079760630685,2.500512713592104,3.396551724137931,3.3242313722988537,2.522489641511733,4.270613806764129,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,1.5172413793103448,1.8754309849499515,1.024121939373934,2.0103608192467557,1.168155561162634,0.0,0.0,0.07973684210526316,0.21228070175438593,0.06896551724137931,0.0,0.0,0.0,0.4550824671540586
32b,True,4096,58,0.7719466577260402,0.21737146260079965,0.714791745198707,0.8291015702533734,0.1847825196863777,0.09767604642741232,0.15909991249047825,0.21046512688227717,0.28345470045953314,0.1290233446449059,0.24952974136448203,0.31737965955458425,1.0,0.0,,,0.1131822053499307,0.06903178721960902,0.09503122217608093,0.13133318852378048,0.29718855181351295,0.17635209228410434,0.25081913290307917,0.3435579707239467,0.2184994195009408,0.17277593050723214,0.17307030439623744,0.26392853460564414,0.10598675203938361,0.16111587724556406,0.0632369555347885,0.14873654854397872,0.05493753204199453,0.15943550975136403,0.013016101765173711,0.09685896231881536,0.38125834870857284,0.1957111856314209,0.3297987156843095,0.43271798173283615,4.623446899104795,0.4785217909868208,4.496477977497386,4.750415820712203,5.649707785157352,0.5664973839862062,5.500754891151404,5.7986606791633,0.10201149425287355,0.27083866546630336,0.030798097385895506,0.1732248911198516,0.0,0.0,,,2.793103448275862,3.270058858259149,1.9332853021088447,3.6529215944428794,11.10344827586207,6.097712125374922,9.500136603884663,12.706759947839476,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,8.310344827586206,4.492515790136068,7.129098016525068,9.491591638647344,0.45518153142542667,0.05973748473748473,0.18687499999999999,0.39103923647932126,0.478697421981004,0.7241379310344828,0.43103448275862066,0.1896551724137931,0.034482758620689655,0.7775786154504404
30b,False,4096,58,0.42627676820054317,0.3914191686018932,0.32335834424878573,0.5291951921523006,0.04162213606947088,0.0457629958038227,0.029589369712464363,0.05365490242647739,0.07206277271720044,0.07485811625146166,0.05237983441830025,0.09174571101610063,1.0,0.0,,,0.02425446279855307,0.027755173029333353,0.01695661207016261,0.03155231352694353,0.07113149415058638,0.10396728500010363,0.043794690097341805,0.09846829820383096,0.05245360482429448,0.07821491825595563,0.031888040431596626,0.07301916921699234,0.016554206027890237,0.04713223971144295,0.004048339499298578,0.029060072556481895,0.008908515513485088,0.02622596428326084,0.002012749727948053,0.015804281299022123,0.14070064434041696,0.106351019257,0.11273706931497937,0.16866421936585455,4.769956140350877,0.7452037316250797,4.525013768908487,5.014898511793268,5.503848189191868,0.5139815251799004,5.368703636356649,5.638992742027087,0.005747126436781609,0.04376881095324085,-0.005761295743051764,0.017255548616614984,0.0,0.0,,,2.1379310344827585,2.755844035143772,1.4133187837160575,2.8625432852494592,4.0344827586206895,3.8886497780320544,3.012014421454346,5.056951095787033,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,1.896551724137931,2.149578948346028,1.331348751800466,2.461754696475396,1.0387903966064578,0.0,0.0,0.10884520884520885,0.21644736842105258,0.08620689655172414,0.0,0.0,0.0,0.48203413994985506
32b,False,4096,58,0.5581889926248997,0.32080771415829656,0.47383690417028723,0.6425410810795122,0.06851761356629223,0.061592317029827946,0.05232273936304601,0.08471248776953844,0.11591874717489943,0.09644071676802941,0.09056095335505071,0.14127654099474815,1.0,0.0,,,0.040468174434332975,0.04514996764628004,0.028596595614558473,0.052339753254107474,0.12856094067343607,0.1414448563716387,0.09136991156301008,0.16575196978386206,0.07393742019756218,0.09806295575306775,0.04815308038046554,0.09972176001465882,0.015554036606668186,0.039227905666776496,0.005145472204289774,0.0259626010090466,0.014257294429708222,0.07091228507934082,-0.004388140450887408,0.03290272931030385,0.1486549422014352,0.09543531048157262,0.1235615064885308,0.17374837791433959,4.612816350316351,0.8779004587273656,4.368407301846075,4.8572253987866265,5.536085145633293,0.5211989096261042,5.399042878296992,5.673127412969594,0.005747126436781609,0.04376881095324085,-0.005761295743051764,0.017255548616614984,0.0,0.0,,,2.8448275862068964,3.5580485689313988,1.9092864057220162,3.7803687666917765,5.844827586206897,4.372167651148795,4.695224705192258,6.994430467221536,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,3.0,2.492092758263519,2.344737612268208,3.655262387731792,0.831968246020798,0.0,0.03905023547880691,0.15610859728506787,0.3086813186813187,0.1724137931034483,0.06896551724137931,0.017241379310344827,0.0,0.5477366748219821
30b,True,8192,58,0.7855253403761465,0.18369685045045017,0.7372247157521878,0.8338259650001052,0.20085034662759793,0.1038474383113301,0.1735450546547874,0.22815563860040847,0.30965215187154105,0.1344181036982822,0.27430871319268174,0.34499559055040036,1.0,0.0,,,0.11344016124139225,0.08223146954914494,0.09181849852246021,0.1350618239603243,0.41780268644152196,0.1958639735382562,0.3663028798850667,0.4693024929979772,0.16652554539217823,0.15599177178235013,0.12550959985576934,0.20754149092858712,0.043125602181329735,0.07280983472599226,0.023806552617236767,0.0624446517454227,0.005312469815512412,0.024737099047721207,-0.0011918188125169113,0.011816758443541735,0.4276534276133935,0.1668578073779538,0.3837804036612858,0.47152645156550116,4.328186969963952,0.3224797994446673,4.243395229095277,4.412978710832627,5.742290611372065,0.5392977354698976,5.600489500369845,5.884091722374285,0.0,0.0,,,0.0,0.0,,,2.310344827586207,2.112675999534208,1.754844991005866,2.8658446641665476,11.224137931034482,4.3328330485094035,10.084877556557974,12.36339830551099,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,8.913793103448276,4.156096695929549,7.821003183976492,10.00658302292006,0.43409387884391465,0.07297447280799112,0.21961805555555555,0.40613677536231885,0.49803166452717157,0.7758620689655172,0.5517241379310345,0.27586206896551724,0.05172413793103448,0.8361051295864677
32b,True,8192,58,0.7967447740923772,0.2012021057238924,0.7438413772279813,0.8496481709567731,0.23264197666585087,0.12604550592578523,0.19950000034818677,0.265783952983515,0.34317618338908784,0.1536023269635826,0.3027885103405738,0.3835638564376019,1.0,0.0,,,0.15835054856089764,0.10552217602691981,0.13060490675331352,0.18609619036848177,0.3351897726716093,0.19088910303987788,0.28499804163145037,0.38538150371176827,0.25950757744621844,0.17576937572937806,0.21329137604334117,0.30572377884909574,0.15002284437268956,0.17624675138763962,0.10325828655736102,0.1967874021880181,0.08654829389489634,0.15267869801037254,0.04640347669966135,0.12669311109013132,0.4180548109233921,0.18622305597880834,0.36908995441603976,0.4670196674307444,4.774026491616519,0.44911324171769235,4.654860708459794,4.893192274773244,5.664398812558746,0.5524918524970591,5.519128485333108,5.809669139784384,0.15804597701149425,0.3216860034079814,0.07346295417092868,0.24262899985205982,0.0,0.0,,,2.603448275862069,2.5057103567680206,1.9446053231285751,3.2622912285955628,12.724137931034482,5.6251100681575,11.245090635426045,14.203185226642919,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,10.120689655172415,4.542499451889611,8.926300310214975,11.315079000129854,0.44759028859945876,0.07551020408163266,0.272463768115942,0.4263829787234043,0.5794642857142857,0.8275862068965517,0.6724137931034483,0.3793103448275862,0.15517241379310345,0.8542815132309701
30b,False,8192,58,0.5339906707333972,0.36609648534576394,0.4377305069283243,0.6302508345384701,0.06519224149969373,0.05100971466786096,0.051779920742391655,0.0786045622569958,0.10667166872597557,0.08177524090335989,0.08516996521433927,0.12817337223761188,1.0,0.0,,,0.03587826918299049,0.03681959147613584,0.02619705111999465,0.045559487245986324,0.12832314683594442,0.10865667680013194,0.09975333006368792,0.15689296360820093,0.06640455555262857,0.09286977335238958,0.04198569344036914,0.090823417664888,0.018182207655891864,0.05663471852403983,0.003154994116238154,0.033209421195545576,0.0031059837728194726,0.017364789241753713,-0.0014598548073380987,0.0076718223529770434,0.22367067857352899,0.1807591397979229,0.1761424855897078,0.2711988715573502,4.355228758169935,0.4886203956728967,4.2178020573484964,4.492655458991374,5.538580598628744,0.5086181853684151,5.40484626410881,5.672314933148678,0.0,0.0,,,0.0,0.0,,,7.5,29.453650773030652,-0.24444268535272418,15.244442685352723,10.46551724137931,29.65013269828675,2.6694122673487115,18.261622215409908,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,2.9655172413793105,2.635556582526264,2.272532963991596,3.658501518767025,0.7666069339688396,0.0,0.048780487804878044,0.1566820276497696,0.2413793103448275,0.15517241379310345,0.034482758620689655,0.0,0.0,0.291055971110659
32b,False,8192,58,0.6197010674698301,0.3331987319786731,0.5320909269637905,0.7073112079758698,0.06872024030537464,0.05824613055422337,0.0534052009848911,0.08403527962585819,0.11824677196627699,0.09112228195138522,0.0942873892952085,0.14220615463734548,1.0,0.0,,,0.03782852098432023,0.04269301398864697,0.02660296519675774,0.04905407677188271,0.1291716494861062,0.13056947644465128,0.0948401557580685,0.16350314321414391,0.07956070017429043,0.11779497841561079,0.04858808947852669,0.11053331087005416,0.016631857421331105,0.04636276762422272,0.004330159319259536,0.028933555523402675,0.0022795092838196287,0.013223434150313264,-0.0011974154841757662,0.005756434051815024,0.1727524291332074,0.11507476557178431,0.14249506194404027,0.20300979632237454,4.456753663003663,0.49687116953433214,4.318423846051246,4.595083479956079,5.541327564619472,0.5172161355167479,5.405332514351653,5.677322614887291,0.005747126436781609,0.04376881095324085,-0.005761295743051764,0.017255548616614984,0.0,0.0,,,6.568965517241379,31.21521899901849,-1.6386579217513315,14.77658895623409,9.672413793103448,30.877453269127862,1.5536013255034415,17.791226260703453,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,3.103448275862069,2.432886201450348,2.4637534586623664,3.7431430930617715,0.7706111586485638,0.0,0.050669872895912065,0.17012667135819848,0.26784313725490194,0.15517241379310345,0.034482758620689655,0.017241379310344827,0.0,0.3319640841846084
30b,True,16384,58,0.8524679847275128,0.14167381883773877,0.8152167530055507,0.8897192164494749,0.19394415624095926,0.08197162206004367,0.17239081693639052,0.215497495545528,0.30766245143377524,0.10935278843662558,0.2789096014371156,0.3364153014304349,1.0,0.0,,,0.109104663269856,0.06153203780312909,0.09292563868131067,0.12528368785840133,0.4151534887775291,0.1648151865188893,0.3718175446018075,0.45848943295325073,0.17699461908386857,0.14193229556742593,0.139675424370358,0.21431381379737915,0.034361544887860675,0.07865551697444251,0.013491427044066844,0.0552316627316545,0.019269776876267748,0.13194257263553005,-0.015422754090707876,0.05396230784324337,0.43803942215987157,0.16199681673900074,0.3954445305414262,0.48063431377831695,4.287132389528434,0.22124532789781023,4.228958896045054,4.3453058830118145,5.7297358172965325,0.5668205961326246,5.580697938988895,5.87877369560417,0.017241379310344827,0.13130643285972254,-0.017283887229155283,0.05176664584984494,0.0,0.0,,,1.5517241379310345,1.602327405852964,1.1304136235427582,1.9730346523193107,10.293103448275861,3.6515251352923905,9.33298385759033,11.253223038961393,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,8.741379310344827,3.5469796631489867,7.808748550272073,9.674010070417582,0.3554310509034084,0.1489285714285714,0.22177700348432056,0.384349593495935,0.4718309859154929,0.7931034482758621,0.5172413793103449,0.22413793103448276,0.034482758620689655,0.8803830207922941
32b,True,16384,58,0.7748575406790706,0.21248456713670574,0.7189875718119523,0.830727509546189,0.21152530329249727,0.11089423753100212,0.18236714991746258,0.24068345666753196,0.3169027178905994,0.14589059288337028,0.2785427419533572,0.35526269382784154,1.0,0.0,,,0.14390513493543786,0.09216298787921201,0.11967211258986961,0.16813815728100612,0.3130900078397363,0.18650873001917595,0.26405003717253434,0.36212997850693823,0.23405196758391486,0.1675264218827784,0.19000314040961544,0.27810079475821425,0.12691408465402274,0.15502506042273093,0.08578039938672066,0.1680477699213248,0.06380317268375077,0.1240782810973942,0.031178451766786505,0.09642789360071503,0.38352880601599515,0.18150589455345542,0.33580426387842044,0.43125334815356986,4.760318484760676,0.5283687207265101,4.621391011696916,4.899245957824435,5.64904797805385,0.5562806740536207,5.5027814309838226,5.795314525123877,0.08045977011494251,0.20290622218240642,0.02710829866910238,0.13381124156078264,0.0,0.0,,,3.293103448275862,3.583630525528082,2.350835835194599,4.235371061357125,12.758620689655173,5.783553041463705,11.237912937924593,14.279328441385752,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,9.46551724137931,4.8421233461878606,8.192345809459677,10.738688673298942,0.4603639686477362,0.06604166666666667,0.24046610169491522,0.4207975123468081,0.5171240708976558,0.8103448275862069,0.5689655172413793,0.3275862068965517,0.10344827586206896,0.7746399620576588
30b,False,16384,58,0.5816303428372394,0.35997465301032805,0.4869798327900814,0.6762808528843973,0.06097960150785269,0.045613597251869226,0.04898611749760157,0.07297308551810382,0.10664771210951345,0.0762252032266604,0.08660531661439318,0.1266901076046337,1.0,0.0,,,0.03263547572266849,0.030794859089385868,0.024538380287571,0.04073257115776598,0.1320759705896356,0.12638726755958832,0.09884413263120458,0.16530780854806665,0.058833982109844175,0.09038814142855049,0.03506763184911764,0.08260033237057071,0.007998093524409314,0.030074235692559025,1.8324690524713916e-05,0.015977862358293914,0.001812555260831123,0.010029066269883704,-0.0008244532890847669,0.004449563810747013,0.1994653041880009,0.11024305582853143,0.1704783703134416,0.2284522380625602,4.336671335200746,0.4408324183476123,4.212685219587994,4.460657450813499,5.542389370440895,0.5257740616859776,5.404144128194031,5.680634612687759,0.0,0.0,,,0.0,0.0,,,2.3620689655172415,3.1383215754523612,1.5368893721083583,3.187248558926125,5.137931034482759,3.696600030383866,4.165959604299495,6.109902464666023,46.724137931034484,12.145020065923887,43.53076769188133,49.91750817018764,2.7758620689655173,2.1029895466389834,2.222909155340484,3.3288149825905506,0.7147382885099959,0.0,0.054285714285714284,0.15942928039702234,0.23740920096852303,0.13793103448275862,0.017241379310344827,0.0,0.0,0.5545460405579892
