model_size,thinking,thinking_budget,puzzle_id,date,center_letter,all_letters,predicted_words,actual_words,correctly_predicted,missed_words,false_positives,num_predicted,num_actual,num_correct,difficulty_source,precision,recall,f1,car,puzzle_difficulty,fp_constraint_violations,fp_non_dictionary,difficulty_weighted_recall,length_4_recall,length_4_count,length_5_recall,length_5_count,length_6_recall,length_6_count,length_7+_recall,length_7+_count,predicted_prefix_diversity,actual_prefix_diversity,prefix_coverage,avg_word_length_found,avg_word_length_missed,avg_word_length_all,num_actual_pangrams,num_predicted_pangrams,num_correct_pangrams,pangram_recall
claude-haiku,False,8192,14547,20250713,a,"['a', 'd', 'g', 'i', 'n', 't', 'u']","['gaingain', 'gaitgait', 'tangtang', 'dangdang', 'antianti', 'tunatuna', 'aintaint', 'auntaunt', 'gaudgaud', 'giantgiant', 'gauntgaunt', 'tainttaint', 'auditaudit', 'datingdating', 'gaitinggaiting', 'dauntingdaunting', 'aidingaiding', 'gatinggating', 'auditingauditing', 'tauntingtaunting', 'gain', 'gait', 'tang', 'dang', 'anti', 'tuna', 'aint', 'aunt', 'gaud', 'giant', 'gaunt', 'taint', 'audit', 'dating', 'gaiting', 'gating', 'aiding', 'auditing', 'taunting', 'daunting']","['adding', 'again', 'aging', 'agita', 'agitating', 'aiding', 'angina', 'anti', 'attain', 'attaining', 'attuning', 'audit', 'auditing', 'aunt', 'dang', 'data', 'dating', 'daunt', 'daunting', 'gadding', 'gaga', 'gagging', 'gain', 'gaining', 'gait', 'gang', 'ganging', 'gating', 'gauging', 'gaunt', 'giant', 'gnat', 'iguana', 'indignant', 'initiating', 'inundating', 'naan', 'nada', 'nagging', 'naiad', 'nana', 'natant', 'tagging', 'taiga', 'taint', 'tainting', 'tang', 'tannin', 'tanning', 'tatting', 'taunt', 'taunting', 'taut', 'titan', 'tuna', 'untag', 'untagging']","['aiding', 'anti', 'audit', 'auditing', 'aunt', 'dang', 'dating', 'daunting', 'gain', 'gait', 'gating', 'gaunt', 'giant', 'taint', 'tang', 'taunting', 'tuna']","['adding', 'again', 'aging', 'agita', 'agitating', 'angina', 'attain', 'attaining', 'attuning', 'data', 'daunt', 'gadding', 'gaga', 'gagging', 'gaining', 'gang', 'ganging', 'gauging', 'gnat', 'iguana', 'indignant', 'initiating', 'inundating', 'naan', 'nada', 'nagging', 'naiad', 'nana', 'natant', 'tagging', 'taiga', 'tainting', 'tannin', 'tanning', 'tatting', 'taunt', 'taut', 'titan', 'untag', 'untagging']","['aidingaiding', 'aint', 'aintaint', 'antianti', 'auditaudit', 'auditingauditing', 'auntaunt', 'dangdang', 'datingdating', 'dauntingdaunting', 'gaingain', 'gaitgait', 'gaiting', 'gaitinggaiting', 'gatinggating', 'gaud', 'gaudgaud', 'gauntgaunt', 'giantgiant', 'tainttaint', 'tangtang', 'tauntingtaunting', 'tunatuna']",40,57,17,user_data,0.425,0.2982456140350877,0.35051546391752575,1.0,hard,0,23,0.16800699160526297,0.4666666666666667,15.0,0.3076923076923077,13.0,0.3333333333333333,9.0,0.15,20.0,8.0,17,0.47058823529411764,5.294117647058823,6.2,5.9298245614035086,3,4,2,0.6666666666666666
claude-haiku,False,8192,12164,20250714,t,"['b', 'g', 'h', 'o', 'r', 't', 'u']","['thouthou', 'throthro', 'trugtrug', 'trottrot', 'hurthurt', 'goutgout', 'groutgrout', 'routrout', 'boutbout', 'bothboth', 'gothgoth', 'brothbroth', 'trothtroth', 'truthtruth', 'thugthug', 'troughtrough', 'toughtough', 'throbthrob', 'trouttrout', 'bortbort', 'grotgrot', 'turbotturbot', 'thou', 'thro', 'trug', 'trot', 'hurt', 'gout', 'grout', 'rout', 'bout', 'both', 'goth', 'broth', 'troth', 'truth', 'thug', 'trough', 'tough', 'throb', 'trout', 'bort', 'grot', 'turbot', 'rhotub']","['boot', 'booth', 'both', 'bought', 'bout', 'broth', 'brought', 'brut', 'burbot', 'butt', 'goth', 'gout', 'grotto', 'grout', 'hoot', 'hurt', 'ought', 'outgo', 'outro', 'outthought', 'robot', 'root', 'rotgut', 'rotor', 'rout', 'thorough', 'thou', 'though', 'thought', 'throb', 'through', 'throughout', 'thug', 'toot', 'tooth', 'toro', 'tort', 'tough', 'tour', 'tout', 'trot', 'troth', 'trough', 'trout', 'truth', 'turbo', 'turbot', 'tutor', 'tutu']","['both', 'bout', 'broth', 'goth', 'gout', 'grout', 'hurt', 'rout', 'thou', 'throb', 'thug', 'tough', 'trot', 'troth', 'trough', 'trout', 'truth', 'turbot']","['boot', 'booth', 'bought', 'brought', 'brut', 'burbot', 'butt', 'grotto', 'hoot', 'ought', 'outgo', 'outro', 'outthought', 'robot', 'root', 'rotgut', 'rotor', 'thorough', 'though', 'thought', 'through', 'throughout', 'toot', 'tooth', 'toro', 'tort', 'tour', 'tout', 'turbo', 'tutor', 'tutu']","['bort', 'bortbort', 'bothboth', 'boutbout', 'brothbroth', 'gothgoth', 'goutgout', 'grot', 'grotgrot', 'groutgrout', 'hurthurt', 'rhotub', 'routrout', 'thouthou', 'thro', 'throbthrob', 'throthro', 'thugthug', 'toughtough', 'trothtroth', 'trottrot', 'troughtrough', 'trouttrout', 'trug', 'trugtrug', 'truthtruth', 'turbotturbot']",45,49,18,user_data,0.4,0.3673469387755102,0.3829787234042553,1.0,medium,0,27,0.2836934304883541,0.45,20.0,0.4375,16.0,0.2857142857142857,7.0,0.0,6.0,11.0,13,0.8461538461538461,4.611111111111111,5.419354838709677,5.122448979591836,1,0,0,0.0
claude-haiku,False,8192,9912,20250715,m,"['a', 'b', 'c', 'e', 'h', 'm', 'o']","['beambeam', 'comecome', 'homehome', 'acmeacme', 'comacoma', 'combcomb', 'bombbomb', 'hemeheme', 'macemace', 'machmach', 'chemochemo', 'combocombo', 'emceeemcee', 'machomacho', 'beam', 'come', 'home', 'acme', 'coma', 'comb', 'bomb', 'heme', 'mace', 'mach', 'chemo', 'combo', 'emcee', 'cameo', 'macho']","['acme', 'ahem', 'ameba', 'amebae', 'ammo', 'amoeba', 'amoebae', 'bamboo', 'beachcomb', 'beam', 'became', 'become', 'bomb', 'bombe', 'boom', 'came', 'cameo', 'camo', 'chemo', 'coma', 'comb', 'combo', 'come', 'comma', 'emcee', 'heme', 'home', 'mace', 'macho', 'mama', 'mamba', 'mambo', 'mamma', 'mecca', 'meme', 'memo', 'mocha', 'momma', 'mooch']","['acme', 'beam', 'bomb', 'cameo', 'chemo', 'coma', 'comb', 'combo', 'come', 'emcee', 'heme', 'home', 'mace', 'macho']","['ahem', 'ameba', 'amebae', 'ammo', 'amoeba', 'amoebae', 'bamboo', 'beachcomb', 'became', 'become', 'bombe', 'boom', 'came', 'camo', 'comma', 'mama', 'mamba', 'mambo', 'mamma', 'mecca', 'meme', 'memo', 'mocha', 'momma', 'mooch']","['acmeacme', 'beambeam', 'bombbomb', 'chemochemo', 'comacoma', 'combcomb', 'combocombo', 'comecome', 'emceeemcee', 'hemeheme', 'homehome', 'macemace', 'mach', 'machmach', 'machomacho']",29,39,14,user_data,0.4827586206896552,0.358974358974359,0.4117647058823529,1.0,medium,0,15,0.2620487077071321,0.5294117647058824,17.0,0.3333333333333333,15.0,0.0,5.0,0.0,2.0,10.0,15,0.6666666666666666,4.357142857142857,5.12,4.846153846153846,1,0,0,0.0
claude-haiku,False,8192,23601,20250716,h,"['c', 'e', 'g', 'h', 'i', 'n', 'w']","['chin', 'chew', 'when', 'whew', 'high', 'whin', 'inch', 'nigh', 'whine', 'chine', 'niche', 'hinge', 'neigh', 'heigh', 'whence', 'weigh', 'niching', 'ching', 'which', 'winch', 'inching', 'eching', 'weighing', 'hewing', 'whig', 'eche']","['chew', 'chewing', 'chic', 'chichi', 'chin', 'chinning', 'cinch', 'cinching', 'ghee', 'heinie', 'hence', 'henge', 'hewing', 'hewn', 'high', 'hinge', 'hinging', 'inch', 'inching', 'neigh', 'neighing', 'niche', 'nigh', 'weigh', 'weighing', 'wench', 'whee', 'when', 'whence', 'whew', 'which', 'whine', 'whinge', 'whingeing', 'whinging', 'whining', 'winch']","['chew', 'chin', 'hewing', 'high', 'hinge', 'inch', 'inching', 'neigh', 'niche', 'nigh', 'weigh', 'weighing', 'when', 'whence', 'whew', 'which', 'whine', 'winch']","['chewing', 'chic', 'chichi', 'chinning', 'cinch', 'cinching', 'ghee', 'heinie', 'hence', 'henge', 'hewn', 'hinging', 'neighing', 'wench', 'whee', 'whinge', 'whingeing', 'whinging', 'whining']","['chine', 'ching', 'eche', 'eching', 'heigh', 'niching', 'whig', 'whin']",26,37,18,user_data,0.6923076923076923,0.4864864864864865,0.5714285714285714,1.0,medium,0,8,0.3283794524852585,0.6363636363636364,11.0,0.6363636363636364,11.0,0.4,5.0,0.2,10.0,10.0,11,0.9090909090909091,5.0,6.105263157894737,5.5675675675675675,1,0,0,0.0
claude-haiku,False,8192,9970,20250717,t,"['a', 'c', 'd', 'i', 'l', 't', 'y']","['tidytidy', 'tailtail', 'tacttact', 'tilttilt', 'ditadita', 'citycity', 'tacittacit', 'dictadicta', 'italicitalic', 'tidaltidal', 'dalitdalit', 'tidy', 'tail', 'tact', 'tilt', 'city', 'tacit', 'dita', 'dicta', 'tidal', 'italic', 'dalit', 'acidity', 'dailt', 'dilat', 'talc', 'lytic', 'acti', 'dilty', 'clit', 'ldit', 'citadal', 'acta', 'clat', 'atilt', 'dactyl', 'cital', 'lactic', 'calit', 'tacitly', 'licit', 'daylit', 'acidit', 'tacity', 'atactic', 'litai', 'caddit']","['acidity', 'addict', 'alit', 'atilt', 'attic', 'cacti', 'catalytic', 'catalytically', 'catcall', 'cattail', 'cattily', 'catty', 'city', 'dactyl', 'dactylic', 'data', 'daylit', 'dicta', 'didact', 'didactic', 'didactically', 'ditty', 'illicit', 'illicitly', 'italic', 'itty', 'lactic', 'laity', 'licit', 'licitly', 'lilt', 'tacit', 'tacitly', 'tact', 'tactic', 'tactical', 'tactically', 'tactility', 'tail', 'talc', 'tali', 'tall', 'tallit', 'tally', 'tatty', 'tidal', 'tidally', 'tidily', 'tidy', 'till', 'tilt']","['acidity', 'atilt', 'city', 'dactyl', 'daylit', 'dicta', 'italic', 'lactic', 'licit', 'tacit', 'tacitly', 'tact', 'tail', 'talc', 'tidal', 'tidy', 'tilt']","['addict', 'alit', 'attic', 'cacti', 'catalytic', 'catalytically', 'catcall', 'cattail', 'cattily', 'catty', 'dactylic', 'data', 'didact', 'didactic', 'didactically', 'ditty', 'illicit', 'illicitly', 'itty', 'laity', 'licitly', 'lilt', 'tactic', 'tactical', 'tactically', 'tactility', 'tali', 'tall', 'tallit', 'tally', 'tatty', 'tidally', 'tidily', 'till']","['acidit', 'acta', 'acti', 'atactic', 'caddit', 'calit', 'citadal', 'cital', 'citycity', 'clat', 'clit', 'dailt', 'dalit', 'dalitdalit', 'dictadicta', 'dilat', 'dilty', 'dita', 'ditadita', 'italicitalic', 'ldit', 'litai', 'lytic', 'tacittacit', 'tacity', 'tacttact', 'tailtail', 'tidaltidal', 'tidytidy', 'tilttilt']",47,51,17,user_data,0.3617021276595745,0.3333333333333333,0.3469387755102041,1.0,hard,0,30,0.32071156865112904,0.46153846153846156,13.0,0.4166666666666667,12.0,0.4444444444444444,9.0,0.11764705882352941,17.0,14.0,14,1.0,5.117647058823529,6.5,6.03921568627451,2,0,0,0.0
claude-haiku,False,8192,25687,20250718,i,"['a', 'd', 'e', 'i', 'n', 'p', 'x']","['aidea', 'dined', 'painp', 'paidp', 'pianp', 'piedp', 'pinep', 'pinap', 'ideai', 'painedp', 'pinedp', 'aideda', 'pipedp', 'pinnedp', 'paid', 'pain', 'pied', 'pine', 'pian', 'dine', 'aide', 'idea', 'pined', 'aided', 'piped', 'pinned', 'pained']","['adenine', 'aide', 'aided', 'apian', 'appendix', 'denied', 'died', 'dine', 'dined', 'dipped', 'eddied', 'idea', 'inane', 'indeed', 'index', 'indexed', 'indie', 'innie', 'naiad', 'nannied', 'nine', 'ninepin', 'nipped', 'nixed', 'paid', 'pain', 'pained', 'panini', 'pied', 'pine', 'pined', 'pinned', 'pinniped', 'pipe', 'piped', 'pippin', 'pixie']","['aide', 'aided', 'dine', 'dined', 'idea', 'paid', 'pain', 'pained', 'pied', 'pine', 'pined', 'pinned', 'piped']","['adenine', 'apian', 'appendix', 'denied', 'died', 'dipped', 'eddied', 'inane', 'indeed', 'index', 'indexed', 'indie', 'innie', 'naiad', 'nannied', 'nine', 'ninepin', 'nipped', 'nixed', 'panini', 'pinniped', 'pipe', 'pippin', 'pixie']","['aidea', 'aideda', 'ideai', 'paidp', 'painedp', 'painp', 'pian', 'pianp', 'piedp', 'pinap', 'pinedp', 'pinep', 'pinnedp', 'pipedp']",27,37,13,user_data,0.48148148148148145,0.35135135135135137,0.40625,1.0,medium,0,14,0.1168653929033185,0.7,10.0,0.3333333333333333,12.0,0.2222222222222222,9.0,0.0,6.0,5.0,12,0.4166666666666667,4.615384615384615,5.75,5.351351351351352,1,0,0,0.0
claude-haiku,False,8192,19259,20250719,a,"['a', 'b', 'c', 'd', 'i', 'l', 'o']","['baldbald', 'bailbail', 'dialdial', 'laidlaid', 'acidacid', 'coalcoal', 'loadload', 'cladclad', 'labialabia', 'doliadolia', 'abaciabaci', 'cabalcabal', 'balladballad', 'acid', 'bail', 'bald', 'cabal', 'clad', 'coal', 'dial', 'laid', 'labia', 'load', 'abaci', 'ballad', 'cabildo', 'loca', 'alod', 'caid', 'obia', 'coda', 'aboil', 'obdial']","['abaci', 'aboil', 'acacia', 'acai', 'acid', 'acidic', 'adobo', 'aioli', 'alibi', 'baba', 'bacilli', 'bail', 'bald', 'ball', 'ballad', 'baobab', 'biblical', 'bilabial', 'blab', 'boba', 'bola', 'cabal', 'cabala', 'cacao', 'calico', 'call', 'calla', 'callaloo', 'ciao', 'cicada', 'cilia', 'clad', 'cloaca', 'coal', 'coca', 'cocoa', 'coda', 'cola', 'collab', 'diabolic', 'diabolical', 'diabolo', 'dial', 'doodad', 'iliac', 'labia', 'labial', 'laic', 'laical', 'laid', 'lilac', 'load', 'local', 'oddball']","['abaci', 'aboil', 'acid', 'bail', 'bald', 'ballad', 'cabal', 'clad', 'coal', 'coda', 'dial', 'labia', 'laid', 'load']","['acacia', 'acai', 'acidic', 'adobo', 'aioli', 'alibi', 'baba', 'bacilli', 'ball', 'baobab', 'biblical', 'bilabial', 'blab', 'boba', 'bola', 'cabala', 'cacao', 'calico', 'call', 'calla', 'callaloo', 'ciao', 'cicada', 'cilia', 'cloaca', 'coca', 'cocoa', 'cola', 'collab', 'diabolic', 'diabolical', 'diabolo', 'doodad', 'iliac', 'labial', 'laic', 'laical', 'lilac', 'local', 'oddball']","['abaciabaci', 'acidacid', 'alod', 'bailbail', 'baldbald', 'balladballad', 'cabalcabal', 'cabildo', 'caid', 'cladclad', 'coalcoal', 'dialdial', 'doliadolia', 'labialabia', 'laidlaid', 'loadload', 'loca', 'obdial', 'obia']",33,54,14,user_data,0.42424242424242425,0.25925925925925924,0.3218390804597701,1.0,hard,0,19,0.16515780810381459,0.45,20.0,0.2857142857142857,14.0,0.08333333333333333,12.0,0.0,8.0,12.0,20,0.6,4.428571428571429,5.575,5.277777777777778,2,1,0,0.0
claude-haiku,False,8192,9712,20250720,p,"['g', 'i', 'l', 'n', 'o', 'p', 't']","['pintpint', 'pingping', 'pionpion', 'loinnop', 'toilnop', 'plotplot', 'topitopi', 'intonop', 'pointpoint', 'pintopinto', 'plingpling', 'pitonpiton', 'pinotpinot', 'potinpotin', 'lopingloping', 'topingtoping', 'optingopting', 'pilingpiling', 'lotionnop', 'polingpoling', 'ping', 'pint', 'pion', 'plot', 'topi', 'point', 'pinto', 'piton', 'pinot', 'potin', 'loping', 'toping', 'opting', 'piling', 'poling', 'oping', 'lipin', 'gipon', 'polit']","['gloop', 'glop', 'glopping', 'goop', 'lipo', 'lipping', 'lollipop', 'lollop', 'lolloping', 'loop', 'looping', 'loping', 'lopping', 'nipping', 'opining', 'opinion', 'opting', 'option', 'optioning', 'pigging', 'piling', 'pill', 'pilling', 'pillion', 'pilot', 'piloting', 'ping', 'pinging', 'pining', 'pinion', 'pinioning', 'pinning', 'pinot', 'pinpoint', 'pinpointing', 'pint', 'pinto', 'piping', 'pipit', 'pippin', 'piton', 'pitting', 'plop', 'plopping', 'plot', 'plotting', 'pogo', 'pogoing', 'point', 'pointing', 'poling', 'polio', 'poll', 'polling', 'polo', 'pong', 'pontoon', 'pool', 'pooling', 'poop', 'pooping', 'poplin', 'popping', 'potion', 'potting', 'tipi', 'tipping', 'tippling', 'tiptop', 'toping', 'topping', 'toppling']","['loping', 'opting', 'piling', 'ping', 'pinot', 'pint', 'pinto', 'piton', 'plot', 'point', 'poling', 'toping']","['gloop', 'glop', 'glopping', 'goop', 'lipo', 'lipping', 'lollipop', 'lollop', 'lolloping', 'loop', 'looping', 'lopping', 'nipping', 'opining', 'opinion', 'option', 'optioning', 'pigging', 'pill', 'pilling', 'pillion', 'pilot', 'piloting', 'pinging', 'pining', 'pinion', 'pinioning', 'pinning', 'pinpoint', 'pinpointing', 'piping', 'pipit', 'pippin', 'pitting', 'plop', 'plopping', 'plotting', 'pogo', 'pogoing', 'pointing', 'polio', 'poll', 'polling', 'polo', 'pong', 'pontoon', 'pool', 'pooling', 'poop', 'pooping', 'poplin', 'popping', 'potion', 'potting', 'tipi', 'tipping', 'tippling', 'tiptop', 'topping', 'toppling']","['gipon', 'intonop', 'lipin', 'loinnop', 'lopingloping', 'lotionnop', 'oping', 'optingopting', 'pilingpiling', 'pingping', 'pinotpinot', 'pintopinto', 'pintpint', 'pion', 'pionpion', 'pitonpiton', 'plingpling', 'plotplot', 'pointpoint', 'polingpoling', 'polit', 'potin', 'potinpotin', 'toilnop', 'topi', 'topingtoping', 'topitopi']",39,72,12,user_data,0.3076923076923077,0.16666666666666666,0.21621621621621623,1.0,hard,0,27,0.19470431161652943,0.1875,16.0,0.5,8.0,0.35714285714285715,14.0,0.0,34.0,9.0,11,0.8181818181818182,5.166666666666667,6.383333333333334,6.180555555555555,3,0,0,0.0
claude-haiku,False,8192,13983,20250721,r,"['a', 'i', 'l', 'm', 'n', 'o', 'r']","['roamroam', 'roilroil', 'rainrain', 'railrail', 'lairlair', 'liarliar', 'loanloannor', 'loinloinnor', 'moilmoilnor', 'mornmorn', 'mailmailnor', 'mainmainnor', 'amiramir', 'normnorm', 'noirnoir', 'alarmalarm', 'minorminor', 'moralmoral', 'loamloamnor', 'moronmoron', 'armorarmor', 'aromaaroma', 'romanroman', 'loralloral', 'normalnormal', 'minoraminora', 'lornlorn', 'molarmolar', 'roil', 'lionlionnor', 'ironiron', 'inroinro', 'oraloral', 'noir', 'roam', 'rain', 'rail', 'lair', 'liar', 'morn', 'amir', 'norm', 'alarm', 'minor', 'moral', 'moron', 'armor', 'aroma', 'roman', 'loral', 'normal', 'minora', 'lorn', 'molar', 'iron', 'inro', 'oral', 'railo', 'mailroom', 'roan', 'roin', 'romin']","['airmail', 'airman', 'alarm', 'amoral', 'aria', 'aril', 'armor', 'armorial', 'aroma', 'immoral', 'iron', 'ironman', 'lair', 'liar', 'lira', 'mailroom', 'malaria', 'malarial', 'manor', 'manorial', 'marina', 'marinara', 'marlin', 'marm', 'maroon', 'minor', 'mirin', 'mirror', 'molar', 'monorail', 'moor', 'moral', 'morn', 'moron', 'noir', 'nori', 'norm', 'normal', 'oral', 'rail', 'rain', 'rani', 'rial', 'rill', 'roam', 'roan', 'roar', 'roil', 'roll', 'room']","['alarm', 'armor', 'aroma', 'iron', 'lair', 'liar', 'mailroom', 'minor', 'molar', 'moral', 'morn', 'moron', 'noir', 'norm', 'normal', 'oral', 'rail', 'rain', 'roam', 'roan', 'roil']","['airmail', 'airman', 'amoral', 'aria', 'aril', 'armorial', 'immoral', 'ironman', 'lira', 'malaria', 'malarial', 'manor', 'manorial', 'marina', 'marinara', 'marlin', 'marm', 'maroon', 'mirin', 'mirror', 'monorail', 'moor', 'nori', 'rani', 'rial', 'rill', 'roar', 'roll', 'room']","['alarmalarm', 'amir', 'amiramir', 'armorarmor', 'aromaaroma', 'inro', 'inroinro', 'ironiron', 'lairlair', 'liarliar', 'lionlionnor', 'loamloamnor', 'loanloannor', 'loinloinnor', 'loral', 'loralloral', 'lorn', 'lornlorn', 'mailmailnor', 'mainmainnor', 'minora', 'minoraminora', 'minorminor', 'moilmoilnor', 'molarmolar', 'moralmoral', 'mornmorn', 'moronmoron', 'noirnoir', 'normalnormal', 'normnorm', 'oraloral', 'railo', 'railrail', 'rainrain', 'roamroam', 'roilroil', 'roin', 'roman', 'romanroman', 'romin']",62,50,21,user_data,0.3387096774193548,0.42,0.375,1.0,hard,0,41,0.2588536961500908,0.5,24.0,0.7777777777777778,9.0,0.14285714285714285,7.0,0.1,10.0,15.0,16,0.9375,4.619047619047619,5.586206896551724,5.18,2,1,0,0.0
claude-haiku,False,8192,21059,20250722,h,"['b', 'c', 'e', 'h', 'i', 'o', 't']","['bothb', 'chitc', 'echoe', 'itchi', 'hooth', 'techt', 'chicc', 'bethb', 'thiot', 'bitchb', 'botchb', 'hitchh', 'echte', 'ethice', 'bocheb', 'thebet', 'choicec', 'biotechb', 'beth', 'both', 'botch', 'chic', 'chit', 'choice', 'echo', 'ethic', 'hitch', 'itch', 'tech', 'thebe', 'bitch', 'boche', 'biotech']","['beech', 'biotech', 'boho', 'boohoo', 'booth', 'botch', 'both', 'chic', 'chichi', 'chit', 'choice', 'coho', 'echo', 'echoic', 'etch', 'ethic', 'hectic', 'hitch', 'hobbit', 'hobo', 'hooch', 'hoot', 'hottie', 'itch', 'tech', 'techie', 'teeth', 'teethe', 'thee', 'tithe', 'tooth']","['biotech', 'botch', 'both', 'chic', 'chit', 'choice', 'echo', 'ethic', 'hitch', 'itch', 'tech']","['beech', 'boho', 'boohoo', 'booth', 'chichi', 'coho', 'echoic', 'etch', 'hectic', 'hobbit', 'hobo', 'hooch', 'hoot', 'hottie', 'techie', 'teeth', 'teethe', 'thee', 'tithe', 'tooth']","['beth', 'bethb', 'biotechb', 'bitch', 'bitchb', 'boche', 'bocheb', 'botchb', 'bothb', 'chicc', 'chitc', 'choicec', 'echoe', 'echte', 'ethice', 'hitchh', 'hooth', 'itchi', 'techt', 'thebe', 'thebet', 'thiot']",33,31,11,user_data,0.3333333333333333,0.3548387096774194,0.34375,1.0,medium,0,22,0.23744032734712434,0.5,12.0,0.3333333333333333,9.0,0.1111111111111111,9.0,1.0,1.0,11.0,15,0.7333333333333333,4.7272727272727275,5.1,4.967741935483871,1,2,1,1.0
claude-haiku,False,8192,15035,20250723,c,"['c', 'd', 'e', 'i', 't', 'u', 'v']","['cutecute', 'duceduce', 'ductduct', 'dicedice', 'vicevice', 'citecite', 'icediced', 'cuedcued', 'educteduct', 'cutiecutie', 'evictevict', 'edictedict', 'civetcivet', 'citedcited', 'deductdeduct', 'deuceddeuced', 'deicedeice', 'ducedduced', 'vicedviced', 'evictedevicted', 'educededuced', 'cute', 'duce', 'duct', 'dice', 'vice', 'cite', 'iced', 'cued', 'educt', 'cutie', 'evict', 'edict', 'civet', 'cited', 'deduct', 'deuced', 'deice', 'duced', 'viced', 'evicted', 'educed', 'educ', 'uccid', 'decit', 'educe', 'ductive', 'cuvid', 'viduc', 'educeeduce']","['cede', 'ceded', 'cite', 'cited', 'civet', 'civic', 'cued', 'cute', 'cutie', 'deceit', 'deceive', 'deceived', 'decide', 'decided', 'deduce', 'deduced', 'deduct', 'deducted', 'deductive', 'deice', 'deiced', 'deicide', 'detect', 'detected', 'detective', 'deuce', 'device', 'dice', 'diced', 'dietetic', 'duct', 'ducted', 'edict', 'educe', 'educed', 'eidetic', 'evict', 'evicted', 'evictee', 'iced', 'vice']","['cite', 'cited', 'civet', 'cued', 'cute', 'cutie', 'deduct', 'deice', 'dice', 'duct', 'edict', 'educe', 'educed', 'evict', 'evicted', 'iced', 'vice']","['cede', 'ceded', 'civic', 'deceit', 'deceive', 'deceived', 'decide', 'decided', 'deduce', 'deduced', 'deducted', 'deductive', 'deiced', 'deicide', 'detect', 'detected', 'detective', 'deuce', 'device', 'diced', 'dietetic', 'ducted', 'eidetic', 'evictee']","['citecite', 'citedcited', 'civetcivet', 'cuedcued', 'cutecute', 'cutiecutie', 'cuvid', 'decit', 'deductdeduct', 'deicedeice', 'deuced', 'deuceddeuced', 'dicedice', 'duce', 'duced', 'ducedduced', 'duceduce', 'ductduct', 'ductive', 'edictedict', 'educ', 'educededuced', 'educeeduce', 'educt', 'educteduct', 'evictedevicted', 'evictevict', 'icediced', 'uccid', 'viced', 'vicedviced', 'vicevice', 'viduc']",50,41,17,user_data,0.34,0.4146341463414634,0.3736263736263737,1.0,medium,0,33,0.27082144466136054,0.875,8.0,0.6363636363636364,11.0,0.2222222222222222,9.0,0.07692307692307693,13.0,10.0,11,0.9090909090909091,4.823529411764706,6.583333333333333,5.853658536585366,1,1,0,0.0
claude-haiku,False,8192,27211,20250724,l,"['a', 'b', 'f', 'i', 'l', 'n', 'y']","['failf', 'bailb', 'nailn', 'flanf', 'blinb', 'flabf', 'flayf', 'finalf', 'inlyi', 'lilyl', 'bail', 'binalb', 'layinl', 'alibia', 'flyinf', 'finallyf', 'fail', 'nail', 'flan', 'blin', 'flab', 'flay', 'final', 'inly', 'lily', 'binal', 'alibi', 'flyin', 'finally', 'layin', 'ably', 'nabil', 'infla', 'anili', 'naily', 'fibal', 'albin']","['ably', 'affably', 'alfalfa', 'alibi', 'allay', 'ally', 'anal', 'anally', 'annal', 'bail', 'bailiff', 'ball', 'banal', 'banally', 'bialy', 'bilabial', 'bill', 'billy', 'blab', 'blabby', 'blin', 'blini', 'fail', 'fall', 'fallibly', 'filial', 'filially', 'fill', 'filly', 'final', 'finally', 'finial', 'flab', 'flabby', 'flail', 'flan', 'flay', 'flyby', 'illy', 'infallibly', 'infill', 'inlay', 'labia', 'labial', 'lain', 'lanai', 'lily', 'nail']","['ably', 'alibi', 'bail', 'blin', 'fail', 'final', 'finally', 'flab', 'flan', 'flay', 'lily', 'nail']","['affably', 'alfalfa', 'allay', 'ally', 'anal', 'anally', 'annal', 'bailiff', 'ball', 'banal', 'banally', 'bialy', 'bilabial', 'bill', 'billy', 'blab', 'blabby', 'blini', 'fall', 'fallibly', 'filial', 'filially', 'fill', 'filly', 'finial', 'flabby', 'flail', 'flyby', 'illy', 'infallibly', 'infill', 'inlay', 'labia', 'labial', 'lain', 'lanai']","['albin', 'alibia', 'anili', 'bailb', 'binal', 'binalb', 'blinb', 'failf', 'fibal', 'finalf', 'finallyf', 'flabf', 'flanf', 'flayf', 'flyin', 'flyinf', 'infla', 'inly', 'inlyi', 'layin', 'layinl', 'lilyl', 'nabil', 'nailn', 'naily']",37,48,12,user_data,0.32432432432432434,0.25,0.2823529411764706,1.0,medium,0,25,0.13554210163153563,0.5,18.0,0.14285714285714285,14.0,0.0,7.0,0.1111111111111111,9.0,13.0,15,0.8666666666666667,4.416666666666667,5.555555555555555,5.270833333333333,1,0,0,0.0
